potentiometer0,potentiometer1,potentiometer2,potentiometer3,potentiometer4,potentiometer5,potentiometer6
-0.0008956592767996874,-0.001150110077353439,-0.002895368610106974,0.5591289476603494,1.57712815029703,0.6820866106803622,-0.7521208007818294
-0.0010759086784499772,-0.001150110077353439,-0.003077946132102216,0.558916012956094,1.57712815029703,0.6822737013133535,-0.7519717321721067
-0.0008956592767996874,-0.001150110077353439,-0.0027127910881112882,0.5593418823646044,1.5774106050581458,0.6819930653638671,-0.7522698693915522
-0.0009857839776250543,-0.0010608989326628127,-0.002806157465416348,0.5589476225847998,1.576939847122953,0.6823672466298492,-0.7519717321721067
-0.0008956592767996874,-0.0010608989326628127,-0.002897446226413969,0.5591584741148837,1.5770339987099913,0.6818995200473714,-0.7520711112452552
-0.0008055345759747645,-0.0013285323667351356,-0.00298250213849105,0.559371408819139,1.577316453471107,0.6819930653638671,-0.7521208007818294
-0.0008956592767996874,-0.0010608989326628127,-0.00298873498741159,0.558916012956094,1.5774106050581458,0.6817124294143801,-0.7522698693915522
-0.0006252851743244747,-0.0010608989326628127,-0.002806157465416348,0.5592196101981239,1.5770339987099913,0.6820866106803622,-0.7521208007818294
-0.0009857839776250543,-0.0012393212220445093,-0.0031671572767932865,0.5591880005694186,1.5768456955359142,0.68255433726284,-0.7518723530989582
-0.0008055345759747645,-0.0010608989326628127,-0.002714868704418727,0.559280746281364,1.5770339987099913,0.6820866106803622,-0.7520214217086809
-0.0006252851743244747,-0.0012393212220445093,-0.0028932909938004236,0.559371408819139,1.5770339987099913,0.6820866106803622,-0.7520711112452552
-0.0009857839776250543,-0.0010608989326628127,-0.002623579943420662,0.5592512198268298,1.57712815029703,0.6821801559968579,-0.7520711112452552
-0.0009857839776250543,-0.0015069546561168323,-0.0032522131888703676,0.5590382851225744,1.5772223018840683,0.6818995200473714,-0.7520214217086809
-0.0008055345759747645,-0.0012393212220445093,-0.0030758685157956656,0.5589771490393342,1.5770339987099913,0.6820866106803622,-0.7519220426355324
-0.0006252851743244747,-0.0009716877879717423,-0.0027169463207252775,0.5594009352736735,1.576939847122953,0.6822737013133535,-0.7520711112452552
-0.0006252851743244747,-0.000882476643281116,-0.0024451576540389652,0.5590698947512802,1.5770339987099913,0.6819930653638671,-0.7521208007818294
-0.0008055345759747645,-0.0010608989326628127,-0.002897446226413969,0.5591584741148837,1.57712815029703,0.6820866106803622,-0.7520214217086809
-0.0008055345759747645,-0.0010608989326628127,-0.00298873498741159,0.5590973380316436,1.576939847122953,0.6823672466298492,-0.7521208007818294
-0.0006252851743244747,-0.0010608989326628127,-0.002623579943420662,0.5591605572890548,1.5770339987099913,0.6819930653638671,-0.7520711112452552
-0.0008956592767996874,-0.0010608989326628127,-0.002897446226413969,0.5591584741148837,1.57712815029703,0.6818995200473714,-0.7519717321721067
-0.0008055345759747645,-0.0012393212220445093,-0.0028932909938004236,0.5590994212058145,1.577316453471107,0.6818995200473714,-0.7522201798549779
-0.0008956592767996874,-0.001150110077353439,-0.003077946132102216,0.5590973380316436,1.5765632407747985,0.6827414278958313,-0.7518226635623837
-0.0009857839776250543,-0.0012393212220445093,-0.0030758685157956656,0.5591584741148837,1.5770339987099913,0.6819930653638671,-0.7520214217086809
-0.0008956592767996874,-0.001150110077353439,-0.0028040798491093533,0.5590994212058145,1.5774106050581458,0.6818995200473714,-0.7521208007818294
-0.0008055345759747645,-0.0012393212220445093,-0.0029845797547980446,0.559310272735899,1.57712815029703,0.6822737013133535,-0.7520214217086809
-0.0008956592767996874,-0.0012393212220445093,-0.0032584460377909075,0.558945539410629,1.577504756645184,0.6818995200473714,-0.7523195589281264
-0.0007154098751493976,-0.0007932654985904897,-0.002629812792341646,0.5591584741148837,1.5770339987099913,0.6820866106803622,-0.7520711112452552
-0.0008956592767996874,-0.0012393212220445093,-0.0028020022328023586,0.5593418823646044,1.57712815029703,0.6819930653638671,-0.7521208007818294
-0.0006252851743244747,-0.0009716877879717423,-0.0027169463207252775,0.5592196101981239,1.5772223018840683,0.6818995200473714,-0.7521208007818294
-0.0008956592767996874,-0.001150110077353439,-0.003077946132102216,0.558916012956094,1.576939847122953,0.6820866106803622,-0.7520214217086809
-0.0008956592767996874,-0.0009716877879717423,-0.0026256575597276566,0.5591900837435895,1.576939847122953,0.6821801559968579,-0.7518723530989582
-0.0009857839776250543,-0.0012393212220445093,-0.0028020022328023586,0.5594325449023794,1.57712815029703,0.6818995200473714,-0.7521208007818294
-0.0008055345759747645,-0.000882476643281116,-0.0025364464150370303,0.5594620713569136,1.5770339987099913,0.6818995200473714,-0.7520214217086809
-0.0009857839776250543,-0.0012393212220445093,-0.0030758685157956656,0.5590678115771092,1.5772223018840683,0.6821801559968579,-0.7520711112452552
-0.0008956592767996874,-0.0010608989326628127,-0.002897446226413969,0.5589771490393342,1.5767515439488755,0.6821801559968579,-0.7520214217086809
-0.0008956592767996874,-0.0010608989326628127,-0.002806157465416348,0.5592196101981239,1.576939847122953,0.6823672466298492,-0.7518723530989582
-0.0009857839776250543,-0.0010608989326628127,-0.002806157465416348,0.559310272735899,1.577316453471107,0.6818995200473714,-0.7521704903184037
-0.0008055345759747645,-0.0013285323667351356,-0.003073790899488671,0.5594009352736735,1.5772223018840683,0.6818995200473714,-0.7520214217086809
-0.0010759086784499772,-0.0010608989326628127,-0.002806157465416348,0.5594009352736735,1.577316453471107,0.6819930653638671,-0.7520214217086809
-0.0008055345759747645,-0.0012393212220445093,-0.0029845797547980446,0.5590382851225744,1.5770339987099913,0.6821801559968579,-0.7520214217086809
-0.0006252851743244747,-0.0009716877879717423,-0.0028995238427205194,0.5591880005694186,1.5765632407747985,0.6823672466298492,-0.7518723530989582
-0.0008956592767996874,-0.0012393212220445093,-0.0030758685157956656,0.5590678115771092,1.5765632407747985,0.68255433726284,-0.7517729740258094
-0.0008956592767996874,-0.0012393212220445093,-0.0030758685157956656,0.5592491366526587,1.5768456955359142,0.6821801559968579,-0.7520711112452552
-0.0008956592767996874,-0.0010608989326628127,-0.00298873498741159,0.5590973380316436,1.5770339987099913,0.6822737013133535,-0.7520711112452552
-0.0007154098751493976,-0.0009716877879717423,-0.0027169463207252775,0.559310272735899,1.5770339987099913,0.6820866106803622,-0.7519220426355324
-0.0008956592767996874,-0.0012393212220445093,-0.0028932909938004236,0.5590994212058145,1.5770339987099913,0.6824607919463443,-0.7518723530989582
-0.0008956592767996874,-0.0012393212220445093,-0.0029845797547980446,0.5592196101981239,1.57712815029703,0.6822737013133535,-0.7520214217086809
-0.0011660333792753441,-0.001150110077353439,-0.002895368610106974,0.5592196101981239,1.5770339987099913,0.6821801559968579,-0.7520711112452552
-0.0008055345759747645,-0.0010608989326628127,-0.002623579943420662,0.5591605572890548,1.5772223018840683,0.6820866106803622,-0.7520711112452552
-0.0008055345759747645,-0.001150110077353439,-0.0028040798491093533,0.559280746281364,1.5768456955359142,0.6820866106803622,-0.7519717321721067
-0.0010759086784499772,-0.0012393212220445093,-0.0030758685157956656,0.5590678115771092,1.5772223018840683,0.6821801559968579,-0.7520711112452552
-0.0008956592767996874,-0.0010608989326628127,-0.002623579943420662,0.5591605572890548,1.5770339987099913,0.6816188840978845,-0.7520711112452552
-0.0011660333792753441,-0.0010608989326628127,-0.002714868704418727,0.5594620713569136,1.5770339987099913,0.6823672466298492,-0.7520711112452552
-0.0006252851743244747,-0.001150110077353439,-0.0028040798491093533,0.5594620713569136,1.577504756645184,0.6817124294143801,-0.7522698693915522
-0.0008956592767996874,-0.0010608989326628127,-0.00244100242142542,0.5591921669177604,1.5772223018840683,0.6818995200473714,-0.7522698693915522
-0.0009857839776250543,-0.0009716877879717423,-0.0028082350817228985,0.5589771490393342,1.5766573923618372,0.6826478825793356,-0.7517729740258094
-0.0010759086784499772,-0.001150110077353439,-0.003077946132102216,0.5590973380316436,1.57712815029703,0.6818995200473714,-0.7520214217086809
-0.0008956592767996874,-0.0013285323667351356,-0.002891213377492985,0.5594325449023794,1.5772223018840683,0.6818059747308758,-0.7520711112452552
-0.0011660333792753441,-0.0009716877879717423,-0.0028082350817228985,0.5590678115771092,1.5775989082322228,0.6816188840978845,-0.7522698693915522
-0.0006252851743244747,-0.0013285323667351356,-0.003256368421483913,0.558916012956094,1.576939847122953,0.6818995200473714,-0.7520214217086809
-0.0008956592767996874,-0.0010608989326628127,-0.002897446226413969,0.5592491366526587,1.5770339987099913,0.6821801559968579,-0.7519717321721067
-0.0008055345759747645,-0.0010608989326628127,-0.002623579943420662,0.5593418823646044,1.576939847122953,0.6823672466298492,-0.7520214217086809
-0.0009857839776250543,-0.001150110077353439,-0.002986657371104595,0.5592491366526587,1.57712815029703,0.6820866106803622,-0.7522201798549779
-0.0009857839776250543,-0.0010608989326628127,-0.002806157465416348,0.5590382851225744,1.576939847122953,0.6822737013133535,-0.7520711112452552
-0.0008956592767996874,-0.0009716877879717423,-0.0027169463207252775,0.5590382851225744,1.577316453471107,0.6818995200473714,-0.7521704903184037
-0.0008956592767996874,-0.0010608989326628127,-0.002806157465416348,0.5591289476603494,1.5770339987099913,0.6823672466298492,-0.7519220426355324
-0.0007154098751493976,-0.001150110077353439,-0.002986657371104595,0.5589771490393342,1.5768456955359142,0.6820866106803622,-0.7520711112452552
-0.0006252851743244747,-0.0012393212220445093,-0.0032584460377909075,0.5591268644861785,1.577316453471107,0.6819930653638671,-0.7522698693915522
-0.0008956592767996874,-0.0012393212220445093,-0.0029845797547980446,0.5592196101981239,1.57712815029703,0.6822737013133535,-0.7520711112452552
-0.0008956592767996874,-0.001150110077353439,-0.0027127910881112882,0.5592512198268298,1.57712815029703,0.6822737013133535,-0.7520214217086809
-0.0009857839776250543,-0.001150110077353439,-0.003077946132102216,0.5590973380316436,1.5763749376007214,0.6824607919463443,-0.7518226635623837
-0.0009857839776250543,-0.0013285323667351356,-0.003073790899488671,0.5592196101981239,1.5772223018840683,0.6822737013133535,-0.7520214217086809
-0.0008956592767996874,-0.0012393212220445093,-0.0030758685157956656,0.5591584741148837,1.5768456955359142,0.6819930653638671,-0.7520711112452552
-0.0010759086784499772,-0.0009716877879717423,-0.0026256575597276566,0.559371408819139,1.57712815029703,0.6819930653638671,-0.7521208007818294
-0.0008055345759747645,-0.001150110077353439,-0.002986657371104595,0.5591584741148837,1.5767515439488755,0.6821801559968579,-0.7520214217086809
-0.0008055345759747645,-0.001150110077353439,-0.002986657371104595,0.5589771490393342,1.57712815029703,0.6820866106803622,-0.7520214217086809
-0.0009857839776250543,-0.0012393212220445093,-0.0028932909938004236,0.5589180961302649,1.5770339987099913,0.6821801559968579,-0.7520711112452552
-0.0008956592767996874,-0.0012393212220445093,-0.0030758685157956656,0.5590678115771092,1.5770339987099913,0.6821801559968579,-0.7521208007818294
-0.001256158080100267,-0.001150110077353439,-0.002895368610106974,0.5592196101981239,1.5770339987099913,0.6822737013133535,-0.7520214217086809
-0.0009857839776250543,-0.0010608989326628127,-0.002806157465416348,0.5590382851225744,1.5772223018840683,0.6818995200473714,-0.7523692484647007
-0.0006252851743244747,-0.0012393212220445093,-0.0028020022328023586,0.5591605572890548,1.57712815029703,0.6820866106803622,-0.7520214217086809
-0.0009857839776250543,-0.0012393212220445093,-0.0031671572767932865,0.5590973380316436,1.5767515439488755,0.68255433726284,-0.7519717321721067
-0.0008055345759747645,-0.0010608989326628127,-0.002623579943420662,0.5593418823646044,1.576939847122953,0.6820866106803622,-0.7519220426355324
-0.0008055345759747645,-0.0010608989326628127,-0.00298873498741159,0.5590973380316436,1.57712815029703,0.6818995200473714,-0.7520711112452552
-0.0008055345759747645,-0.001150110077353439,-0.002895368610106974,0.5592196101981239,1.57712815029703,0.6820866106803622,-0.7520711112452552
-0.0008055345759747645,-0.001150110077353439,-0.0027127910881112882,0.5593418823646044,1.5768456955359142,0.6821801559968579,-0.7520214217086809
-0.0010759086784499772,-0.0010608989326628127,-0.002806157465416348,0.5591289476603494,1.5770339987099913,0.6822737013133535,-0.7520214217086809
-0.0008956592767996874,-0.001150110077353439,-0.002986657371104595,0.5589771490393342,1.5772223018840683,0.6818995200473714,-0.7522698693915522
-0.0010759086784499772,-0.0012393212220445093,-0.0029845797547980446,0.5590382851225744,1.57712815029703,0.6818995200473714,-0.7520214217086809
-0.0007154098751493976,-0.0012393212220445093,-0.0029845797547980446,0.5590382851225744,1.5768456955359142,0.6822737013133535,-0.7520214217086809
-0.0009857839776250543,-0.0010608989326628127,-0.002623579943420662,0.5593418823646044,1.5770339987099913,0.6821801559968579,-0.7520214217086809
-0.0006252851743244747,-0.0010608989326628127,-0.002806157465416348,0.5592196101981239,1.57712815029703,0.6819930653638671,-0.7520214217086809
-0.0009857839776250543,-0.001150110077353439,-0.002895368610106974,0.5592196101981239,1.5775989082322228,0.6814317934648937,-0.7523195589281264
-0.0009857839776250543,-0.001150110077353439,-0.0028040798491093533,0.5590087586680399,1.5770339987099913,0.6821801559968579,-0.7521208007818294
-0.0009857839776250543,-0.001150110077353439,-0.002986657371104595,0.5589771490393342,1.577316453471107,0.6820866106803622,-0.7519717321721067
-0.0008055345759747645,-0.0012393212220445093,-0.0028932909938004236,0.5590994212058145,1.5766573923618372,0.6824607919463443,-0.7518226635623837
-0.0008956592767996874,-0.0012393212220445093,-0.0029845797547980446,0.559310272735899,1.5770339987099913,0.6821801559968579,-0.7519717321721067
-0.0009857839776250543,-0.0010608989326628127,-0.002806157465416348,0.559310272735899,1.57712815029703,0.6820866106803622,-0.7520711112452552
-0.0008055345759747645,-0.0012393212220445093,-0.0029845797547980446,0.5589476225847998,1.57712815029703,0.6821801559968579,-0.7520711112452552
-0.0006252851743244747,-0.0007040543538994193,-0.0021754466036596476,0.5590403682967453,1.576939847122953,0.6820866106803622,-0.7520214217086809
-0.0009857839776250543,-0.0010608989326628127,-0.002623579943420662,0.5592512198268298,1.5774106050581458,0.6817124294143801,-0.7522698693915522
-0.0008956592767996874,-0.0010608989326628127,-0.002806157465416348,0.5590382851225744,1.5770339987099913,0.6818995200473714,-0.7520214217086809
-0.0006252851743244747,-0.001150110077353439,-0.0028040798491093533,0.5589180961302649,1.576939847122953,0.6820866106803622,-0.7519220426355324
-0.0009857839776250543,-0.0009716877879717423,-0.0026256575597276566,0.559371408819139,1.577316453471107,0.6819930653638671,-0.7520711112452552
-0.0008055345759747645,-0.0009716877879717423,-0.0028995238427205194,0.5590973380316436,1.57712815029703,0.6821801559968579,-0.7520214217086809
-0.0008055345759747645,-0.001150110077353439,-0.0028040798491093533,0.5590087586680399,1.5772223018840683,0.6818995200473714,-0.7522698693915522
-0.0005351604734995519,-0.0012393212220445093,-0.0030758685157956656,0.5589771490393342,1.576939847122953,0.6824607919463443,-0.7519220426355324
-0.0009857839776250543,-0.0010608989326628127,-0.002714868704418727,0.5591900837435895,1.576939847122953,0.6819930653638671,-0.7520711112452552
-0.0008956592767996874,-0.0012393212220445093,-0.0031671572767932865,0.5590066754938691,1.5768456955359142,0.6822737013133535,-0.7519220426355324
-0.0008055345759747645,-0.001150110077353439,-0.002986657371104595,0.5591584741148837,1.577316453471107,0.6818995200473714,-0.7520711112452552
-0.0008055345759747645,-0.0009716877879717423,-0.0025343687987295915,0.5591605572890548,1.5770339987099913,0.6820866106803622,-0.7520214217086809
-0.0008956592767996874,-0.0009716877879717423,-0.0026256575597276566,0.559280746281364,1.577316453471107,0.6817124294143801,-0.7523692484647007
-0.0010759086784499772,-0.001150110077353439,-0.0028040798491093533,0.559280746281364,1.5772223018840683,0.6819930653638671,-0.7522201798549779
-0.0008055345759747645,-0.001150110077353439,-0.0028040798491093533,0.5590994212058145,1.57712815029703,0.6821801559968579,-0.7519717321721067
-0.0008956592767996874,-0.0010608989326628127,-0.00298873498741159,0.558916012956094,1.57712815029703,0.6818995200473714,-0.7521208007818294
-0.0008956592767996874,-0.0010608989326628127,-0.002532291182423041,0.5592216933722949,1.5770339987099913,0.6820866106803622,-0.7520214217086809
-0.0009857839776250543,-0.001150110077353439,-0.002895368610106974,0.5590382851225744,1.57712815029703,0.6821801559968579,-0.7519220426355324
-0.0008956592767996874,-0.001417743511425762,-0.0030717132831816762,0.559371408819139,1.5766573923618372,0.6824607919463443,-0.7519717321721067
-0.0007154098751493976,-0.0012393212220445093,-0.0028932909938004236,0.559280746281364,1.57712815029703,0.6822737013133535,-0.7520711112452552
-0.0008956592767996874,-0.001150110077353439,-0.0028040798491093533,0.5590087586680399,1.5770339987099913,0.6824607919463443,-0.7518226635623837
-0.0008956592767996874,-0.0010608989326628127,-0.002806157465416348,0.5591289476603494,1.576939847122953,0.6819930653638671,-0.7520214217086809
-0.0007154098751493976,-0.0010608989326628127,-0.002714868704418727,0.5591900837435895,1.5772223018840683,0.6819930653638671,-0.7521208007818294
-0.0010759086784499772,-0.0012393212220445093,-0.0031671572767932865,0.5592786631071932,1.5778813629933381,0.6812447028319024,-0.7524686275378494
-0.0007154098751493976,-0.001150110077353439,-0.002986657371104595,0.5592491366526587,1.577504756645184,0.6818059747308758,-0.7522201798549779
-0.0008055345759747645,-0.0010608989326628127,-0.002623579943420662,0.5591605572890548,1.5772223018840683,0.6819930653638671,-0.7521208007818294
-0.0008956592767996874,-0.001150110077353439,-0.002895368610106974,0.5594009352736735,1.5774106050581458,0.6816188840978845,-0.7521704903184037
-0.0008055345759747645,-0.0013285323667351356,-0.003073790899488671,0.559310272735899,1.577316453471107,0.6818995200473714,-0.7520711112452552
-0.0008055345759747645,-0.001417743511425762,-0.0030717132831816762,0.5591900837435895,1.57712815029703,0.6820866106803622,-0.7520711112452552
-0.0010759086784499772,-0.0012393212220445093,-0.0030758685157956656,0.5587958239637846,1.577316453471107,0.6820866106803622,-0.7522201798549779
-0.0007154098751493976,-0.0009716877879717423,-0.0026256575597276566,0.5590994212058145,1.5774106050581458,0.6818995200473714,-0.7522698693915522
-0.0008956592767996874,-0.0010608989326628127,-0.002714868704418727,0.559280746281364,1.57712815029703,0.6819930653638671,-0.7520214217086809
-0.0008956592767996874,-0.0010608989326628127,-0.002806157465416348,0.559310272735899,1.576939847122953,0.6819930653638671,-0.7520214217086809
-0.0008055345759747645,-0.000882476643281116,-0.0024451576540389652,0.5591605572890548,1.5770339987099913,0.6822737013133535,-0.7520711112452552
-0.0009857839776250543,-0.001150110077353439,-0.0028040798491093533,0.559280746281364,1.576939847122953,0.6821801559968579,-0.7519717321721067
-0.0008956592767996874,-0.0013285323667351356,-0.00298250213849105,0.5590994212058145,1.576939847122953,0.6819930653638671,-0.7519220426355324
-0.0006252851743244747,-0.0012393212220445093,-0.0028020022328023586,0.5593418823646044,1.5770339987099913,0.6823672466298492,-0.7520214217086809
-0.0010759086784499772,-0.0013285323667351356,-0.003073790899488671,0.559310272735899,1.5770339987099913,0.6821801559968579,-0.7520214217086809
-0.0010759086784499772,-0.0012393212220445093,-0.0030758685157956656,0.5591584741148837,1.576939847122953,0.6820866106803622,-0.7519717321721067
-0.001256158080100267,-0.0012393212220445093,-0.0031671572767932865,0.5590973380316436,1.5768456955359142,0.6824607919463443,-0.7518723530989582
-0.0009857839776250543,-0.0012393212220445093,-0.0030758685157956656,0.5589771490393342,1.5765632407747985,0.68255433726284,-0.7517232844892352
-0.0008055345759747645,-0.0010608989326628127,-0.002806157465416348,0.5592196101981239,1.57712815029703,0.6819930653638671,-0.7520711112452552
-0.0010759086784499772,-0.0012393212220445093,-0.0028932909938004236,0.5590994212058145,1.57712815029703,0.6820866106803622,-0.7520214217086809
-0.0009857839776250543,-0.0013285323667351356,-0.003073790899488671,0.5594009352736735,1.5768456955359142,0.6824607919463443,-0.7519717321721067
-0.0004450357726741849,-0.0010608989326628127,-0.002806157465416348,0.5592196101981239,1.5772223018840683,0.6817124294143801,-0.7521208007818294
-0.0009857839776250543,-0.0010608989326628127,-0.00298873498741159,0.558916012956094,1.5766573923618372,0.6819930653638671,-0.7519717321721067
-0.0008055345759747645,-0.0012393212220445093,-0.0028932909938004236,0.5594620713569136,1.5772223018840683,0.6819930653638671,-0.7521208007818294
-0.0008956592767996874,-0.0010608989326628127,-0.002806157465416348,0.5592196101981239,1.5770339987099913,0.6819930653638671,-0.7520711112452552
-0.0006252851743244747,-0.0012393212220445093,-0.0028932909938004236,0.5594620713569136,1.5767515439488755,0.6822737013133535,-0.7519220426355324
-0.0008055345759747645,-0.001150110077353439,-0.003077946132102216,0.5590066754938691,1.5770339987099913,0.6820866106803622,-0.7520214217086809
-0.0010759086784499772,-0.0012393212220445093,-0.0029845797547980446,0.5592196101981239,1.576939847122953,0.6821801559968579,-0.7521208007818294
-0.0008956592767996874,-0.0009716877879717423,-0.0026256575597276566,0.559371408819139,1.57712815029703,0.6818995200473714,-0.7522698693915522
-0.0006252851743244747,-0.0012393212220445093,-0.0030758685157956656,0.5589771490393342,1.576939847122953,0.6820866106803622,-0.7519717321721067
-0.0008055345759747645,-0.0012393212220445093,-0.0030758685157956656,0.5593397991904333,1.57712815029703,0.6820866106803622,-0.7520711112452552
-0.0008055345759747645,-0.0010608989326628127,-0.00298873498741159,0.558916012956094,1.57712815029703,0.6820866106803622,-0.7519717321721067
-0.0008956592767996874,-0.0010608989326628127,-0.00298873498741159,0.558916012956094,1.577504756645184,0.6817124294143801,-0.7523195589281264
-0.0008956592767996874,-0.001150110077353439,-0.002895368610106974,0.5591289476603494,1.5770339987099913,0.6819930653638671,-0.7521208007818294
-0.0008055345759747645,-0.0010608989326628127,-0.002806157465416348,0.5590382851225744,1.57712815029703,0.6822737013133535,-0.7520711112452552
-0.0010759086784499772,-0.000882476643281116,-0.0025364464150370303,0.5591900837435895,1.5772223018840683,0.6818995200473714,-0.7520214217086809
-0.0008956592767996874,-0.0012393212220445093,-0.0029845797547980446,0.5592196101981239,1.5774106050581458,0.6818995200473714,-0.7523195589281264
-0.0007154098751493976,-0.0009716877879717423,-0.0028082350817228985,0.5592491366526587,1.5768456955359142,0.6823672466298492,-0.7520214217086809
-0.0006252851743244747,-0.0010608989326628127,-0.002806157465416348,0.5590382851225744,1.57712815029703,0.6820866106803622,-0.7520711112452552
-0.0008956592767996874,-0.0012393212220445093,-0.0027107134718047377,0.5592216933722949,1.576939847122953,0.6819930653638671,-0.7520711112452552
-0.0008956592767996874,-0.0012393212220445093,-0.0028932909938004236,0.559280746281364,1.5770339987099913,0.6819930653638671,-0.7521208007818294
-0.001256158080100267,-0.0012393212220445093,-0.0029845797547980446,0.559310272735899,1.57712815029703,0.6820866106803622,-0.7520711112452552
-0.0008055345759747645,-0.0012393212220445093,-0.0028932909938004236,0.559371408819139,1.5772223018840683,0.6818995200473714,-0.7519220426355324
-0.0011660333792753441,-0.0010608989326628127,-0.00298873498741159,0.5591880005694186,1.57712815029703,0.6821801559968579,-0.7520711112452552
